HGNC ID,Approved symbol,Approved name,Status,Locus type,NCBI Gene ID(supplied by NCBI),OMIM ID(supplied by OMIM),,,,
HGNC:45169,ACTA2-AS1,ACTA2 antisense RNA 1,Approved,RNA, long non-coding,100132116,,,,
HGNC:132,ACTB,actin beta,Approved,gene with protein product,60,102630,,,,
HGNC:17780,ACTBL2,actin beta like 2,Approved,gene with protein product,345651,614835,,,,
HGNC:134,ACTBP1,ACTB pseudogene 1,Approved,pseudogene,643309,,,,,
HGNC:135,ACTBP2,ACTB pseudogene 2,Approved,pseudogene,62,,,,,
HGNC:136,ACTBP3,ACTB pseudogene 3,Approved,pseudogene,63,,,,,
HGNC:137,ACTBP4,ACTB pseudogene 4,Approved,pseudogene,64,,,,,
HGNC:139,ACTBP6,ACTB pseudogene 6,Approved,pseudogene,66,,,,,
HGNC:140,ACTBP7,ACTB pseudogene 7,Approved,pseudogene,67,,,,,
HGNC:141,ACTBP8,ACTB pseudogene 8,Approved,pseudogene,68,,,,,
HGNC:142,ACTBP9,ACTB pseudogene 9,Approved,pseudogene,69,,,,,
HGNC:31819,ACTBP10,ACTB pseudogene 10,Approved,pseudogene,446207,,,,,
HGNC:33971,ACTBP11,ACTB pseudogene 11,Approved,pseudogene,644220,,,,,
HGNC:150,ACTBP12,ACTB pseudogene 12,Approved,pseudogene,100462767,,,,,
HGNC:45086,ACTBP14,ACTB pseudogene 14,Approved,pseudogene,389976,,,,,
HGNC:55065,ACTBP15,ACTB pseudogene 15,Approved,pseudogene,391334,,,,,
HGNC:56590,ACTBP16,ACTB pseudogene 16,Approved,pseudogene,100132223,,,,,
HGNC:143,ACTC1,actin alpha cardiac muscle 1,Approved,gene with protein product,70,102540,,,,
HGNC:51491,ACTE1P,actin epsilon 1, pseudogene,Approved,pseudogene,399923,,,,
HGNC:144,ACTG1,actin gamma 1,Approved,gene with protein product,71,102560,,,,
HGNC:146,ACTG1P1,actin gamma 1 pseudogene 1,Approved,pseudogene,73,,,,,
HGNC:147,ACTG1P2,actin gamma 1 pseudogene 2,Approved,pseudogene,74,,,,,
HGNC:148,ACTG1P3,actin gamma 1 pseudogene 3,Approved,pseudogene,75,,,,,
HGNC:149,ACTG1P4,actin gamma 1 pseudogene 4,Approved,pseudogene,648740,,,,,
HGNC:151,ACTG1P6,actin gamma 1 pseudogene 6,Approved,pseudogene,78,,,,,
HGNC:152,ACTG1P7,actin gamma 1 pseudogene 7,Approved,pseudogene,79,,,,,
HGNC:153,ACTG1P8,actin gamma 1 pseudogene 8,Approved,pseudogene,80,,,,,
HGNC:154,ACTG1P9,actin gamma 1 pseudogene 9,Approved,pseudogene,82,,,,,
HGNC:155,ACTG1P10,actin gamma 1 pseudogene 10,Approved,pseudogene,83,,,,,
HGNC:37651,ACTG1P11,actin gamma 1 pseudogene 11,Approved,pseudogene,414754,,,,,
HGNC:44496,ACTG1P12,actin gamma 1 pseudogene 12,Approved,pseudogene,100418921,,,,,
HGNC:49058,ACTG1P13,actin gamma 1 pseudogene 13,Approved,pseudogene,100418920,,,,,
HGNC:49751,ACTG1P14,actin gamma 1 pseudogene 14,Approved,pseudogene,100418910,,,,,
HGNC:51495,ACTG1P15,actin gamma 1 pseudogene 15,Approved,pseudogene,100418951,,,,,
HGNC:51496,ACTG1P16,actin gamma 1 pseudogene 16,Approved,pseudogene,100418960,,,,,
HGNC:51497,ACTG1P17,actin gamma 1 pseudogene 17,Approved,pseudogene,283693,,,,,
HGNC:51498,ACTG1P18,actin gamma 1 pseudogene 18,Approved,pseudogene,100418924,,,,,
HGNC:51499,ACTG1P19,actin gamma 1 pseudogene 19,Approved,pseudogene,644160,,,,,
HGNC:51500,ACTG1P20,actin gamma 1 pseudogene 20,Approved,pseudogene,644961,,,,,
HGNC:51501,ACTG1P21,actin gamma 1 pseudogene 21,Approved,pseudogene,100131291,,,,,
HGNC:51502,ACTG1P22,actin gamma 1 pseudogene 22,Approved,pseudogene,100131953,,,,,
HGNC:51503,ACTG1P23,actin gamma 1 pseudogene 23,Approved,pseudogene,442097,,,,,
HGNC:49661,ACTG1P24,actin gamma 1 pseudogene 24,Approved,pseudogene,441783,,,,,
HGNC:54872,ACTG1P25,actin gamma 1 pseudogene 25,Approved,pseudogene,148709,,,,,
HGNC:145,ACTG2,actin gamma 2, smooth muscle,Approved,gene with protein product,72,102545,,,
HGNC:24124,ACTL6A,actin like 6A,Approved,gene with protein product,86,604958,,,,
HGNC:160,ACTL6B,actin like 6B,Approved,gene with protein product,51412,612458,,,,
HGNC:161,ACTL7A,actin like 7A,Approved,gene with protein product,10881,604303,,,,
HGNC:162,ACTL7B,actin like 7B,Approved,gene with protein product,10880,604304,,,,
HGNC:24018,ACTL8,actin like 8,Approved,gene with protein product,81569,,,,,
HGNC:28494,ACTL9,actin like 9,Approved,gene with protein product,284382,619251,,,,
HGNC:16127,ACTL10,actin like 10,Approved,gene with protein product,170487,,,,,
HGNC:44626,ACTL11P,actin like 11, pseudogene,Approved,pseudogene,389120,,,,
HGNC:24758,ACTMAP,actin maturation protease,Approved,gene with protein product,284325,620093,,,,
HGNC:163,ACTN1,actinin alpha 1,Approved,gene with protein product,87,102575,,,,
HGNC:20131,ACTN1-DT,ACTN1 divergent transcript,Approved,RNA, long non-coding,161159,,,,
HGNC:164,ACTN2,actinin alpha 2,Approved,gene with protein product,88,102573,,,,
HGNC:165,ACTN3,actinin alpha 3,Approved,gene with protein product,89,102574,,,,
HGNC:166,ACTN4,actinin alpha 4,Approved,gene with protein product,81,604638,,,,
HGNC:44028,ACTN4P1,actinin alpha 4 pseudogene 1,Approved,pseudogene,344978,,,,,
HGNC:44032,ACTN4P2,actinin alpha 4 pseudogene 2,Approved,pseudogene,391026,,,,,
HGNC:51621,ACTP1,actin family pseudogene 1,Approved,pseudogene,106480335,,,,,
HGNC:167,ACTR1A,actin related protein 1A,Approved,gene with protein product,10121,605143,,,,
HGNC:54703,ACTR1AP1,ACTR1A pseudogene 1,Approved,pseudogene,100287074,,,,,
HGNC:168,ACTR1B,actin related protein 1B,Approved,gene with protein product,10120,605144,,,,
HGNC:169,ACTR2,actin related protein 2,Approved,gene with protein product,10097,604221,,,,
HGNC:170,ACTR3,actin related protein 3,Approved,gene with protein product,10096,604222,,,,
HGNC:53965,ACTR3-AS1,ACTR3 antisense RNA 1,Approved,RNA, long non-coding,101060091,,,,
HGNC:17256,ACTR3B,actin related protein 3B,Approved,gene with protein product,57180,,,,,
HGNC:37724,ACTR3BP1,ACTR3B pseudogene 1,Approved,pseudogene,643050,,,,,
HGNC:38677,ACTR3BP2,ACTR3B pseudogene 2,Approved,pseudogene,440888,,,,,
HGNC:38678,ACTR3BP3,ACTR3B pseudogene 3,Approved,pseudogene,647156,,,,,
HGNC:38681,ACTR3BP4,ACTR3B pseudogene 4,Approved,pseudogene,777774,,,,,
HGNC:38682,ACTR3BP5,ACTR3B pseudogene 5,Approved,pseudogene,399746,,,,,
HGNC:38683,ACTR3BP6,ACTR3B pseudogene 6,Approved,pseudogene,644773,,,,,
HGNC:54971,ACTR3BP7,ACTR3B pseudogene 7,Approved,pseudogene,100289004,,,,,
HGNC:37282,ACTR3C,actin related protein 3C,Approved,gene with protein product,653857,,,,,
HGNC:31820,ACTR3P1,ACTR3 pseudogene 1,Approved,pseudogene,100288580,,,,,
HGNC:38676,ACTR3P2,ACTR3 pseudogene 2,Approved,pseudogene,100129013,,,,,
HGNC:38679,ACTR3P3,ACTR3 pseudogene 3,Approved,pseudogene,100128020,,,,,
HGNC:14671,ACTR5,actin related protein 5,Approved,gene with protein product,79913,619730,,,,
HGNC:24025,ACTR6,actin related protein 6,Approved,gene with protein product,64431,619729,,,,
HGNC:44210,ACTR6P1,ACTR6 pseudogene 1,Approved,pseudogene,100421495,,,,,
HGNC:14672,ACTR8,actin related protein 8,Approved,gene with protein product,93973,619716,,,,
HGNC:17372,ACTR10,actin related protein 10,Approved,gene with protein product,55860,619731,,,,
HGNC:24027,ACTRT1,actin related protein T1,Approved,gene with protein product,139741,300487,,,,
HGNC:55127,ACTRT1P1,ACTRT1 pseudogene 1,Approved,pseudogene,100128268,,,,,
HGNC:24026,ACTRT2,actin related protein T2,Approved,gene with protein product,140625,608535,,,,
HGNC:24022,ACTRT3,actin related protein T3,Approved,gene with protein product,84517,608534,,,,
HGNC:171,ACVR1,activin A receptor type 1,Approved,gene with protein product,90,102576,,,,
HGNC:172,ACVR1B,activin A receptor type 1B,Approved,gene with protein product,91,601300,,,,
HGNC:18123,ACVR1C,activin A receptor type 1C,Approved,gene with protein product,130399,608981,,,,
HGNC:173,ACVR2A,activin A receptor type 2A,Approved,gene with protein product,92,102581,,,,
HGNC:174,ACVR2B,activin A receptor type 2B,Approved,gene with protein product,93,602730,,,,
HGNC:44161,ACVR2B-AS1,ACVR2B antisense RNA 1,Approved,RNA, long non-coding,100128640,,,,
HGNC:175,ACVRL1,activin A receptor like type 1,Approved,gene with protein product,94,601284,,,,
HGNC:177,ACY1,aminoacylase 1,Approved,gene with protein product,95,104620,,,,
HGNC:24104,ACY3,aminoacylase 3,Approved,gene with protein product,91703,614413,,,,
HGNC:179,ACYP1,acylphosphatase 1,Approved,gene with protein product,97,600875,,,,
HGNC:180,ACYP2,acylphosphatase 2,Approved,gene with protein product,98,102595,,,,
HGNC:186,ADA,adenosine deaminase,Approved,gene with protein product,100,608958,,,,
HGNC:1839,ADA2,adenosine deaminase 2,Approved,gene with protein product,51816,607575,,,,
HGNC:30713,ADAD1,adenosine deaminase domain containing 1,Approved,gene with protein product,132612,614130,,,,
HGNC:44550,ADAD1P1,adenosine deaminase domain containing 1 pseudogene 1,Approved,pseudogene,100422386,,,,,
HGNC:44552,ADAD1P2,adenosine deaminase domain containing 1 pseudogene 2,Approved,pseudogene,100422407,,,,,
HGNC:30714,ADAD2,adenosine deaminase domain containing 2,Approved,gene with protein product,161931,619532,,,,
HGNC:31853,ADAL,adenosine deaminase like,Approved,gene with protein product,161823,619346,,,,
HGNC:187,ADAM1A,ADAM metallopeptidase domain 1A (pseudogene),Approved,pseudogene,8759,,,,,
HGNC:44366,ADAM1B,ADAM metallopeptidase domain 1B (pseudogene),Approved,pseudogene,100420505,,,,,
HGNC:198,ADAM2,ADAM metallopeptidase domain 2,Approved,gene with protein product,2515,601533,,,,
HGNC:209,ADAM3A,ADAM metallopeptidase domain 3A (pseudogene),Approved,pseudogene,1587,,,,,
HGNC:210,ADAM3B,ADAM metallopeptidase domain 3B (pseudogene),Approved,pseudogene,1596,,,,,
HGNC:212,ADAM5,ADAM metallopeptidase domain 5 (pseudogene),Approved,pseudogene,255926,,,,,
HGNC:213,ADAM6,ADAM metallopeptidase domain 6 (pseudogene),Approved,pseudogene,8755,,,,,
HGNC:214,ADAM7,ADAM metallopeptidase domain 7,Approved,gene with protein product,8756,607310,,,,
HGNC:56152,ADAM7-AS1,ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1,Approved,RNA, long non-coding,101929294,,,
HGNC:56153,ADAM7-AS2,ADAM7 antisense RNA 2,Approved,RNA, long non-coding,101929315,,,,
HGNC:215,ADAM8,ADAM metallopeptidase domain 8,Approved,gene with protein product,101,602267,,,,
HGNC:216,ADAM9,ADAM metallopeptidase domain 9,Approved,gene with protein product,8754,602713,,,,
HGNC:188,ADAM10,ADAM metallopeptidase domain 10,Approved,gene with protein product,102,602192,,,,
HGNC:189,ADAM11,ADAM metallopeptidase domain 11,Approved,gene with protein product,4185,155120,,,,
HGNC:190,ADAM12,ADAM metallopeptidase domain 12,Approved,gene with protein product,8038,602714,,,,
HGNC:193,ADAM15,ADAM metallopeptidase domain 15,Approved,gene with protein product,8751,605548,,,,
HGNC:195,ADAM17,ADAM metallopeptidase domain 17,Approved,gene with protein product,6868,603639,,,,
HGNC:196,ADAM18,ADAM metallopeptidase domain 18,Approved,gene with protein product,8749,619495,,,,
HGNC:197,ADAM19,ADAM metallopeptidase domain 19,Approved,gene with protein product,8728,603640,,,,
HGNC:199,ADAM20,ADAM metallopeptidase domain 20,Approved,gene with protein product,8748,603712,,,,
HGNC:20102,ADAM20P1,ADAM metallopeptidase domain 20 pseudogene 1,Approved,pseudogene,317760,,,,,
HGNC:43901,ADAM20P2,ADAM metallopeptidase domain 20 pseudogene 2,Approved,pseudogene,100533671,,,,,
HGNC:43902,ADAM20P3,ADAM metallopeptidase domain 20 pseudogene 3,Approved,pseudogene,644325,,,,,
HGNC:200,ADAM21,ADAM metallopeptidase domain 21,Approved,gene with protein product,8747,603713,,,,
HGNC:19822,ADAM21P1,ADAM metallopeptidase domain 21 pseudogene 1,Approved,pseudogene,145241,,,,,
HGNC:201,ADAM22,ADAM metallopeptidase domain 22,Approved,gene with protein product,53616,603709,,,,
HGNC:202,ADAM23,ADAM metallopeptidase domain 23,Approved,gene with protein product,8745,603710,,,,
HGNC:203,ADAM24P,ADAM metallopeptidase domain 24, pseudogene,Approved,pseudogene,646479,,,,
HGNC:206,ADAM28,ADAM metallopeptidase domain 28,Approved,gene with protein product,10863,606188,,,,
HGNC:207,ADAM29,ADAM metallopeptidase domain 29,Approved,gene with protein product,11086,604778,,,,
HGNC:208,ADAM30,ADAM metallopeptidase domain 30,Approved,gene with protein product,11085,604779,,,,
HGNC:15479,ADAM32,ADAM metallopeptidase domain 32,Approved,gene with protein product,203102,618602,,,,
HGNC:15478,ADAM33,ADAM metallopeptidase domain 33,Approved,gene with protein product,80332,607114,,,,
HGNC:16299,ADAMDEC1,ADAM like decysin 1,Approved,gene with protein product,27299,606393,,,,
HGNC:217,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1,Approved,gene with protein product,9510,605174,,,,
HGNC:218,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,Approved,gene with protein product,9509,604539,,,,
HGNC:219,ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3,Approved,gene with protein product,9508,605011,,,,
HGNC:220,ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4,Approved,gene with protein product,9507,603876,,,,
HGNC:221,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,Approved,gene with protein product,11096,605007,,,,
HGNC:222,ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,Approved,gene with protein product,11174,605008,,,,
HGNC:223,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,Approved,gene with protein product,11173,605009,,,,
HGNC:49407,ADAMTS7P1,ADAMTS7 pseudogene 1,Approved,pseudogene,390660,,,,,
HGNC:49409,ADAMTS7P3,ADAMTS7 pseudogene 3,Approved,pseudogene,400406,,,,,
HGNC:49410,ADAMTS7P4,ADAMTS7 pseudogene 4,Approved,pseudogene,642935,,,,,
HGNC:224,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8,Approved,gene with protein product,11095,605175,,,,
HGNC:13202,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,Approved,gene with protein product,56999,605421,,,,
HGNC:40625,ADAMTS9-AS1,ADAMTS9 antisense RNA 1,Approved,RNA, long non-coding,101929335,,,,
HGNC:42435,ADAMTS9-AS2,ADAMTS9 antisense RNA 2,Approved,RNA, long non-coding,100507098,,,,
HGNC:13201,ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10,Approved,gene with protein product,81794,608990,,,,
HGNC:14605,ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12,Approved,gene with protein product,81792,606184,,,,
HGNC:1366,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13,Approved,gene with protein product,11093,604134,,,,
HGNC:14899,ADAMTS14,ADAM metallopeptidase with thrombospondin type 1 motif 14,Approved,gene with protein product,140766,607506,,,,
HGNC:16305,ADAMTS15,ADAM metallopeptidase with thrombospondin type 1 motif 15,Approved,gene with protein product,170689,607509,,,,
HGNC:17108,ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16,Approved,gene with protein product,170690,607510,,,,
HGNC:55548,ADAMTS16-DT,ADAMTS16 divergent transcript,Approved,RNA, long non-coding,101929176,,,,
HGNC:17109,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,Approved,gene with protein product,170691,607511,,,,
HGNC:17110,ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18,Approved,gene with protein product,170692,607512,,,,
HGNC:17111,ADAMTS19,ADAM metallopeptidase with thrombospondin type 1 motif 19,Approved,gene with protein product,171019,607513,,,,
HGNC:40797,ADAMTS19-AS1,ADAMTS19 antisense RNA 1,Approved,RNA, long non-coding,103689846,,,,
HGNC:17178,ADAMTS20,ADAM metallopeptidase with thrombospondin type 1 motif 20,Approved,gene with protein product,80070,611681,,,,
HGNC:14632,ADAMTSL1,ADAMTS like 1,Approved,gene with protein product,92949,609198,,,,
HGNC:14631,ADAMTSL2,ADAMTS like 2,Approved,gene with protein product,9719,612277,,,,
HGNC:14633,ADAMTSL3,ADAMTS like 3,Approved,gene with protein product,57188,609199,,,,
HGNC:19706,ADAMTSL4,ADAMTS like 4,Approved,gene with protein product,54507,610113,,,,
HGNC:32041,ADAMTSL4-AS1,ADAMTSL4 antisense RNA 1,Approved,RNA, long non-coding,574406,,,,
HGNC:40895,ADAMTSL4-AS2,ADAMTSL4 antisense RNA 2,Approved,RNA, long non-coding,100289061,,,,
HGNC:27912,ADAMTSL5,ADAMTS like 5,Approved,gene with protein product,339366,,,,,
HGNC:16486,ADAP1,ArfGAP with dual PH domains 1,Approved,gene with protein product,11033,608114,,,,
HGNC:16487,ADAP2,ArfGAP with dual PH domains 2,Approved,gene with protein product,55803,608635,,,,
HGNC:225,ADAR,adenosine deaminase RNA specific,Approved,gene with protein product,103,146920,,,,
HGNC:226,ADARB1,adenosine deaminase RNA specific B1,Approved,gene with protein product,104,601218,,,,
HGNC:227,ADARB2,adenosine deaminase RNA specific B2 (inactive),Approved,gene with protein product,105,602065,,,,
HGNC:23299,ADARB2-AS1,ADARB2 antisense RNA 1,Approved,RNA, long non-coding,642394,,,,
HGNC:228,ADAT1,adenosine deaminase tRNA specific 1,Approved,gene with protein product,23536,604230,,,,
HGNC:21172,ADAT2,adenosine deaminase tRNA specific 2,Approved,gene with protein product,134637,615388,,,,
HGNC:25151,ADAT3,adenosine deaminase tRNA specific 3,Approved,gene with protein product,113179,615302,,,,
HGNC:19038,ADCK1,aarF domain containing kinase 1,Approved,gene with protein product,57143,,,,,
HGNC:19039,ADCK2,aarF domain containing kinase 2,Approved,gene with protein product,90956,,,,,
HGNC:21738,ADCK5,aarF domain containing kinase 5,Approved,gene with protein product,203054,,,,,
HGNC:229,ADCP1,adenosine deaminase complexing protein 1,Approved,unknown,106,,,,,
HGNC:232,ADCY1,adenylate cyclase 1,Approved,gene with protein product,107,103072,,,,
HGNC:233,ADCY2,adenylate cyclase 2,Approved,gene with protein product,108,103071,,,,
HGNC:234,ADCY3,adenylate cyclase 3,Approved,gene with protein product,109,600291,,,,
HGNC:235,ADCY4,adenylate cyclase 4,Approved,gene with protein product,196883,600292,,,,
HGNC:236,ADCY5,adenylate cyclase 5,Approved,gene with protein product,111,600293,,,,
HGNC:237,ADCY6,adenylate cyclase 6,Approved,gene with protein product,112,600294,,,,
HGNC:53332,ADCY6-DT,ADCY6 divergent transcript,Approved,RNA, long non-coding,100506125,,,,
HGNC:238,ADCY7,adenylate cyclase 7,Approved,gene with protein product,113,600385,,,,
HGNC:239,ADCY8,adenylate cyclase 8,Approved,gene with protein product,114,103070,,,,
HGNC:240,ADCY9,adenylate cyclase 9,Approved,gene with protein product,115,603302,,,,
HGNC:21285,ADCY10,adenylate cyclase 10,Approved,gene with protein product,55811,605205,,,,
